epoch,step,train_loss,val_loss
0,29,1.3372045755386353,
0,59,1.3976622819900513,
0,89,1.535277009010315,
0,119,1.3087893724441528,
0,149,1.3079068660736084,
0,179,1.6630767583847046,
0,209,1.0677906274795532,
0,239,1.5357969999313354,
0,269,1.4405523538589478,
0,299,1.20816969871521,
0,329,1.3418461084365845,
0,359,1.6607065200805664,
0,389,1.6585452556610107,
0,419,1.1762489080429077,
0,449,1.2861539125442505,
0,479,1.6911851167678833,
0,509,0.8839676380157471,
0,539,1.1012650728225708,
0,569,1.3189640045166016,
0,599,2.078185558319092,
0,629,0.7149884700775146,
0,659,1.2432125806808472,
0,689,1.4474388360977173,
0,719,1.1054898500442505,
0,749,1.5890514850616455,
0,779,2.207369804382324,
0,809,1.3868190050125122,
0,839,1.431281328201294,
0,869,1.7068489789962769,
0,899,1.641011357307434,
0,929,1.3469736576080322,
0,959,1.5788958072662354,
0,989,1.5164536237716675,
0,1019,1.4110314846038818,
0,1049,2.5604608058929443,
0,1079,1.2937686443328857,
0,1109,1.798194408416748,
0,1139,0.9054635167121887,
0,1169,1.450590968132019,
0,1199,1.4918642044067383,
0,1229,1.4536826610565186,
0,1259,1.1199108362197876,
0,1289,1.1363357305526733,
0,1319,1.3610882759094238,
0,1349,1.1026183366775513,
0,1379,1.7744293212890625,
0,1409,1.129921793937683,
0,1439,1.3625725507736206,
0,1469,1.3525866270065308,
0,1493,,1.2487424612045288
1,1499,1.1540418863296509,
1,1529,0.2968944311141968,
1,1559,0.054395608603954315,
1,1589,0.05019346997141838,
1,1619,0.03275164216756821,
1,1649,0.036123018711805344,
1,1679,0.21769070625305176,
1,1709,0.049123331904411316,
1,1739,0.06690697371959686,
1,1769,0.07596457004547119,
1,1799,0.10800523310899734,
1,1829,0.07880423963069916,
1,1859,0.03701901063323021,
1,1889,0.03481309860944748,
1,1919,0.08049788326025009,
1,1949,0.04010486230254173,
1,1979,0.04139425605535507,
1,2009,0.014665407128632069,
1,2039,0.025924833491444588,
1,2069,0.02380736730992794,
1,2099,0.02706339582800865,
1,2129,0.008191661909222603,
1,2159,0.01734018139541149,
1,2189,0.01738915778696537,
1,2219,0.011687679216265678,
1,2249,0.08685371279716492,
1,2279,0.009785407222807407,
1,2309,0.027955492958426476,
1,2339,0.11179183423519135,
1,2369,0.023206237703561783,
1,2399,0.020611587911844254,
1,2429,0.02517138421535492,
1,2459,0.011406045407056808,
1,2489,0.036274589598178864,
1,2519,0.021402601152658463,
1,2549,0.02311844378709793,
1,2579,0.018428759649395943,
1,2609,0.035498399287462234,
1,2639,0.036470577120780945,
1,2669,0.006837758235633373,
1,2699,0.015482214279472828,
1,2729,0.017849767580628395,
1,2759,0.024569127708673477,
1,2789,0.049634501338005066,
1,2819,0.018566563725471497,
1,2849,0.015764905139803886,
1,2879,0.026336785405874252,
1,2909,0.045190658420324326,
1,2939,0.04022080451250076,
1,2969,0.01613132655620575,
1,2987,,0.03566574677824974
2,2999,0.009538664482533932,
2,3029,0.021915646269917488,
2,3059,0.037639886140823364,
2,3089,0.012974418699741364,
2,3119,0.05543093383312225,
2,3149,0.04423132166266441,
2,3179,0.008298886008560658,
2,3209,0.015075099654495716,
2,3239,0.006986251566559076,
2,3269,0.053730495274066925,
2,3299,0.017788849771022797,
2,3329,0.019957544282078743,
2,3359,0.017028601840138435,
2,3389,0.017706530168652534,
2,3419,0.04218863323330879,
2,3449,0.013615983538329601,
2,3479,0.017988771200180054,
2,3509,0.029765358194708824,
2,3539,0.019534222781658173,
2,3569,0.02271539345383644,
2,3599,0.015875820070505142,
2,3629,0.041877295821905136,
2,3659,0.004914708901196718,
2,3689,0.007739657536149025,
2,3719,0.01891384646296501,
2,3749,0.022556554526090622,
2,3779,0.031752899289131165,
2,3809,0.01617376133799553,
2,3839,0.03195630759000778,
2,3869,0.024905066937208176,
2,3899,0.020603204146027565,
2,3929,0.01315214578062296,
2,3959,0.031218472868204117,
2,3989,0.02959347330033779,
2,4019,0.0066888839937746525,
2,4049,0.051206544041633606,
2,4079,0.0321442075073719,
2,4109,0.03891589492559433,
2,4139,0.026831084862351418,
2,4169,0.013529342599213123,
2,4199,0.010986502282321453,
2,4229,0.06765549629926682,
2,4259,0.019201602786779404,
2,4289,0.03079020231962204,
2,4319,0.04239664599299431,
2,4349,0.013999063521623611,
2,4379,0.005275373812764883,
2,4409,0.022540366277098656,
2,4439,0.0239217821508646,
2,4469,0.00893556047230959,
2,4481,,0.04079141095280647
3,4499,0.01511132437735796,
3,4529,0.023611774668097496,
3,4559,0.015687353909015656,
3,4589,0.02407858520746231,
3,4619,0.01909913308918476,
3,4649,0.009524952620267868,
3,4679,0.05663558468222618,
3,4709,0.007012049667537212,
3,4739,0.008914361707866192,
3,4769,0.013661783188581467,
3,4799,0.009509903378784657,
3,4829,0.02521354891359806,
3,4859,0.01698499731719494,
3,4889,0.015738066285848618,
3,4919,0.015749940648674965,
3,4949,0.033249255269765854,
3,4979,0.0268758162856102,
3,5009,0.026102881878614426,
3,5039,0.011160854250192642,
3,5069,0.020210128277540207,
3,5099,0.07091757655143738,
3,5129,0.014197558164596558,
3,5159,0.021496782079339027,
3,5189,0.0606393963098526,
3,5219,0.01976023055613041,
3,5249,0.019239071756601334,
3,5279,0.08081832528114319,
3,5309,0.020977312698960304,
3,5339,0.01749817281961441,
3,5369,0.011968397535383701,
3,5399,0.14378295838832855,
3,5429,0.017288552597165108,
3,5459,0.022739678621292114,
3,5489,0.015599150210618973,
3,5519,0.04286571964621544,
3,5549,0.027531975880265236,
3,5579,0.027954205870628357,
3,5609,0.009115297347307205,
3,5639,0.023900862783193588,
3,5669,0.023010537028312683,
3,5699,0.022478396072983742,
3,5729,0.05404360219836235,
3,5759,0.00681773666292429,
3,5789,0.02006687968969345,
3,5819,0.025774402543902397,
3,5849,0.00873803161084652,
3,5879,0.007688927464187145,
3,5909,0.026647891849279404,
3,5939,0.009342116303741932,
3,5969,0.03106238692998886,
3,5975,,0.03613686189055443
4,5999,0.0198799017816782,
4,6029,0.034251756966114044,
4,6059,0.02481948956847191,
4,6089,0.01578371599316597,
4,6119,0.014954159036278725,
4,6149,0.01518799364566803,
4,6179,0.020676515996456146,
4,6209,0.02358638122677803,
4,6239,0.007102124858647585,
4,6269,0.01031703595072031,
4,6299,0.005611170548945665,
4,6329,0.011058304458856583,
4,6359,0.012395994737744331,
4,6389,0.02340773493051529,
4,6419,0.0428534597158432,
4,6449,0.01355830393731594,
4,6479,0.009033750742673874,
4,6509,0.010958475060760975,
4,6539,0.018539443612098694,
4,6569,0.01753700152039528,
4,6599,0.0107305021956563,
4,6629,0.019393296912312508,
4,6659,0.023809224367141724,
4,6689,0.007844426669180393,
4,6719,0.015613664872944355,
4,6749,0.006520751863718033,
4,6779,0.011027856729924679,
4,6809,0.005586732644587755,
4,6839,0.008085766807198524,
4,6869,0.01079582516103983,
4,6899,0.0223265178501606,
4,6929,0.02367347851395607,
4,6959,0.013936086557805538,
4,6989,0.018922345712780952,
4,7019,0.04626450687646866,
4,7049,0.0159898791462183,
4,7079,0.013772782869637012,
4,7109,0.023609396070241928,
4,7139,0.0026468043215572834,
4,7169,0.015309135429561138,
4,7199,0.007271481212228537,
4,7229,0.027932394295930862,
4,7259,0.013886791653931141,
4,7289,0.005824743770062923,
4,7319,0.030569901689887047,
4,7349,0.004329042509198189,
4,7379,0.005166810937225819,
4,7409,0.04240965098142624,
4,7439,0.015789389610290527,
4,7469,0.006767995655536652,
4,7469,,0.03784934803843498
5,7499,0.003989238291978836,
5,7529,0.11964260786771774,
5,7559,0.021568965166807175,
5,7589,0.008335815742611885,
5,7619,0.018593257293105125,
5,7649,0.01444246806204319,
5,7679,0.003605492180213332,
5,7709,0.01765025034546852,
5,7739,0.12009987980127335,
5,7769,0.008558935485780239,
5,7799,0.017286809161305428,
5,7829,0.030581483617424965,
5,7859,0.006550733465701342,
5,7889,0.012186670675873756,
5,7919,0.020557595416903496,
5,7949,0.004430968314409256,
5,7979,0.006228513550013304,
5,8009,0.0037866132333874702,
5,8039,0.018262090161442757,
5,8069,0.007599043659865856,
5,8099,0.011081100441515446,
5,8129,0.007231638301163912,
5,8159,0.014633015729486942,
5,8189,0.03262303024530411,
5,8219,0.008441740646958351,
